query_idx,row_only_lat,col_only_lat,cost_thresh_lat,hybrid_opt_lat,lgbm_kernel_lat
68,0.0002148151397705078,0.00018716603517532349,0.00022579729557037354,0.00018493831157684326,0.0001784190535545349
69,0.0001824796199798584,0.00016783922910690308,0.00021916627883911133,0.00016786158084869385,0.00016098469495773315
70,0.5460694879293442,0.2191682681441307,0.25094517320394516,0.24599459767341614,0.23354655504226685
71,5.056107632815838,0.5089745968580246,0.519615538418293,0.5503000840544701,0.5176952108740807
72,0.19008727371692657,0.1033790186047554,0.08226817101240158,0.09980994462966919,0.08040451258420944
73,0.00038520991802215576,0.0004325062036514282,0.0005438625812530518,0.0006085485219955444,0.00043407827615737915
74,0.3862369433045387,0.43560999631881714,0.46178635209798813,0.4814527705311775,0.4508746415376663
75,0.0004915520548820496,0.0004665106534957886,0.0006984323263168335,0.0005491822957992554,0.000637054443359375
76,0.0003795549273490906,0.00043433159589767456,0.0005759000778198242,0.0007095113396644592,0.0003939718008041382
77,0.0001525282859802246,0.00018994510173797607,0.0002343207597732544,0.00019109994173049927,0.0001646280288696289
78,8.45853965729475,2.7434604093432426,2.7684117555618286,2.919109307229519,2.5497393757104874
79,0.0003091767430305481,0.00040636956691741943,0.00045999884605407715,0.00043832510709762573,0.0003180950880050659
80,0.00040027499198913574,0.0005982741713523865,0.0005032718181610107,0.0005732327699661255,0.0004820525646209717
81,2.6822116300463676,0.1438007801771164,0.14333800971508026,0.17266429960727692,0.14622420072555542
82,0.0003933906555175781,0.0006409063935279846,0.00047171860933303833,0.0004478543996810913,0.00045170634984970093
83,0.06808342784643173,0.006372854113578796,0.07257884740829468,0.07084313035011292,0.007747717201709747
84,0.0029407814145088196,0.08753199130296707,0.0032279416918754578,0.00309203565120697,0.003343820571899414
85,22.313027784228325,3.924082562327385,3.9784983322024345,4.154003605246544,3.7307990044355392
86,0.0004979148507118225,0.0004232078790664673,0.00048422813415527344,0.0004695504903793335,0.0004955679178237915
87,0.0002451688051223755,0.0002790689468383789,0.0002806633710861206,0.00024993717670440674,0.0002845674753189087
88,0.0003707185387611389,0.00040490180253982544,0.0004116743803024292,0.00039427727460861206,0.0003751814365386963
89,0.00021980702877044678,0.00027035176753997803,0.0002504214644432068,0.00023880600929260254,0.0002273842692375183
90,0.00014187395572662354,0.0001819506287574768,0.00017901510000228882,0.00015131384134292603,0.00017312169075012207
91,0.0009820088744163513,0.08288869261741638,0.0011861622333526611,0.001052163541316986,0.0015498176217079163
92,3.8880190402269363,1.3325244337320328,1.3141526579856873,1.345799759030342,1.3873880803585052
93,0.0005567222833633423,0.000545211136341095,0.0006323158740997314,0.0005206316709518433,0.0006057843565940857
94,0.00964212417602539,0.09895065426826477,0.012629836797714233,0.011170357465744019,0.012270547449588776
95,0.00040484219789505005,0.0005884170532226562,0.0004168078303337097,0.0004026740789413452,0.00044596195220947266
96,0.0003311559557914734,0.0003940090537071228,0.0003814771771430969,0.00034705549478530884,0.0003789961338043213
97,0.00015276670455932617,0.00017815828323364258,0.0001744106411933899,0.00015500187873840332,0.00017357617616653442
98,0.00026416778564453125,0.0003054589033126831,0.0002983510494232178,0.0002776980400085449,0.0002998039126396179
99,0.00026779621839523315,0.00031751394271850586,0.00031179189682006836,0.0002850741147994995,0.000279448926448822
